query_id,query_text,doc_id,doc_text,rel,label_source
310,Develop a Python function that constructs the biggest number possible from a list of digits.,151,Write a python function to find the maximum of two numbers.,1,weak_auto_from_relevant_indices
310,Develop a Python function that constructs the biggest number possible from a list of digits.,182,Write a python function to find element of a list having maximum length.,1,weak_auto_from_relevant_indices
311,Create a Python function to verify if two integers have different signs.,17,Write a python function to check whether the given two integers have opposite sign or not.,1,weak_auto_from_relevant_indices
311,Create a Python function to verify if two integers have different signs.,324,Create a Python function to determine if a number can be written as the difference of two squares.,1,weak_auto_from_relevant_indices
311,Create a Python function to verify if two integers have different signs.,30,Write a python function to check whether the given number can be represented as the difference of two squares or not.,1,weak_auto_from_relevant_indices
312,Implement a function that calculates the nth octagonal number.,18,Write a function to find the nth octagonal number.,1,weak_auto_from_relevant_indices
312,Implement a function that calculates the nth octagonal number.,420,Implement a function that returns the nth decagonal number.,1,weak_auto_from_relevant_indices
312,Implement a function that calculates the nth octagonal number.,376,Create a function that computes the nth hexagonal number.,1,weak_auto_from_relevant_indices
313,Create a Python function that counts substrings where the sum of digits matches the substring's length.,19,Write a python function to count the number of substrings with the sum of digits equal to their length.,1,weak_auto_from_relevant_indices
313,Create a Python function that counts substrings where the sum of digits matches the substring's length.,246,Write a python function to find the length of the longest sublists.,1,weak_auto_from_relevant_indices
313,Create a Python function that counts substrings where the sum of digits matches the substring's length.,219,Write a python function to find the sublist having minimum length.,1,weak_auto_from_relevant_indices
314,Develop a Python function to return the minimum value in a list.,343,Develop a Python function to return the length of the shortest list among a list of lists.,1,weak_auto_from_relevant_indices
314,Develop a Python function to return the minimum value in a list.,20,Write a python function to find smallest number in a list.,1,weak_auto_from_relevant_indices
314,Develop a Python function to return the minimum value in a list.,49,Write a python function to find the length of the smallest list in a list of lists.,1,weak_auto_from_relevant_indices
315,Create a function that returns the largest difference among pairs in a list of tuples.,21,Write a function to find the maximum difference between available pairs in the given tuple list.,1,weak_auto_from_relevant_indices
315,Create a function that returns the largest difference among pairs in a list of tuples.,364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,1,weak_auto_from_relevant_indices
315,Create a function that returns the largest difference among pairs in a list of tuples.,70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
316,Implement a function to sort tuples in a list based on their second element.,22,Write a function to sort a list of tuples using the second value of each tuple.,1,weak_auto_from_relevant_indices
316,Implement a function to sort tuples in a list based on their second element.,539,Create a function that determines the union of two tuples' elements and returns them in sorted order.,1,weak_auto_from_relevant_indices
316,Implement a function to sort tuples in a list based on their second element.,342,Create a function that finds the first element from the tuple with the lowest second value in a list.,1,weak_auto_from_relevant_indices
317,Create a function that flattens a nested list and computes the total sum of its elements.,23,Write a function to flatten a list and sum all of its elements.,1,weak_auto_from_relevant_indices
317,Create a function that flattens a nested list and computes the total sum of its elements.,436,Create a function that flattens a nested list into a single list with all the values.,1,weak_auto_from_relevant_indices
317,Create a function that flattens a nested list and computes the total sum of its elements.,142,Write a function to flatten a given nested list structure.,1,weak_auto_from_relevant_indices
318,Develop a Python function to count how many numbers in a list are positive.,24,Write a python function to count the number of positive numbers in a list.,1,weak_auto_from_relevant_indices
318,Develop a Python function to count how many numbers in a list are positive.,353,Develop a Python function to count the number of True values in a list.,1,weak_auto_from_relevant_indices
318,Develop a Python function to count how many numbers in a list are positive.,199,Write a python function to return the negative numbers in a list.,1,weak_auto_from_relevant_indices
319,Create a function that calculates the number of partitions for a set using Bell numbers.,25,Write a function to find the number of ways to partition a set of Bell numbers.,1,weak_auto_from_relevant_indices
319,Create a function that calculates the number of partitions for a set using Bell numbers.,582,Create a function that computes the nth Bell number.,1,weak_auto_from_relevant_indices
319,Create a function that calculates the number of partitions for a set using Bell numbers.,107,Write a function to count the number of set bits (binary digits with value 1) in a given number.,1,weak_auto_from_relevant_indices
320,Develop a Python function to determine if an array is monotonic (entirely non-increasing or non-decreasing).,26,Write a python function to check whether the given array is monotonic or not.,1,weak_auto_from_relevant_indices
320,Develop a Python function to determine if an array is monotonic (entirely non-increasing or non-decreasing).,295,Develop a Python function that checks if a number is not a prime.,1,weak_auto_from_relevant_indices
320,Develop a Python function to determine if an array is monotonic (entirely non-increasing or non-decreasing).,363,Develop a Python function to identify the unique element in a sorted array where all others are duplicated.,1,weak_auto_from_relevant_indices
321,Create a function that verifies if a sublist exists within a list.,551,Create a function that verifies if one list is a sublist of another list.,1,weak_auto_from_relevant_indices
321,Create a function that verifies if a sublist exists within a list.,27,Write a function to check whether a list contains the given sublist or not.,1,weak_auto_from_relevant_indices
321,Create a function that verifies if a sublist exists within a list.,339,Develop a function to check if any string in a list contains a given substring.,1,weak_auto_from_relevant_indices
322,Develop a function to check if all tuples in a list have the same length.,28,Write a function to find whether all the given tuples have equal length or not.,1,weak_auto_from_relevant_indices
322,Develop a function to check if all tuples in a list have the same length.,399,Develop a function that checks whether every element in a tuple is of the same type.,1,weak_auto_from_relevant_indices
322,Develop a function to check if all tuples in a list have the same length.,105,Write a function to check if all the elements in tuple have same data type or not.,1,weak_auto_from_relevant_indices
323,Implement a function that sorts the elements of a list in ascending order.,380,Implement a function that sorts the elements of a list in ascending order.,1,weak_auto_from_relevant_indices
323,Implement a function that sorts the elements of a list in ascending order.,545,Create a function that verifies if a list is sorted in ascending order.,1,weak_auto_from_relevant_indices
323,Implement a function that sorts the elements of a list in ascending order.,86,Write a function to sort a list of elements.,1,weak_auto_from_relevant_indices
324,Create a Python function to determine if a number can be written as the difference of two squares.,30,Write a python function to check whether the given number can be represented as the difference of two squares or not.,1,weak_auto_from_relevant_indices
324,Create a Python function to determine if a number can be written as the difference of two squares.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,1,weak_auto_from_relevant_indices
324,Create a Python function to determine if a number can be written as the difference of two squares.,311,Create a Python function to verify if two integers have different signs.,1,weak_auto_from_relevant_indices
325,Develop a function to verify if a list matches the sequence pattern provided.,31,Write a function to check whether it follows the sequence given in the patterns array.,1,weak_auto_from_relevant_indices
325,Develop a function to verify if a list matches the sequence pattern provided.,525,Create a function that verifies if a list of numbers is consecutive.,1,weak_auto_from_relevant_indices
325,Develop a function to verify if a list matches the sequence pattern provided.,545,Create a function that verifies if a list is sorted in ascending order.,1,weak_auto_from_relevant_indices
326,Create a function that returns tuples from a list where every element is divisible by a given number k.,32,Write a function to find tuples which have all elements divisible by k from the given list of tuples.,1,weak_auto_from_relevant_indices
326,Create a function that returns tuples from a list where every element is divisible by a given number k.,207,Write a function to trim each tuple by k in the given tuple list.,1,weak_auto_from_relevant_indices
326,Create a function that returns tuples from a list where every element is divisible by a given number k.,501,Create a function that shortens each tuple in a list of tuples by removing the first and last k elements.,1,weak_auto_from_relevant_indices
327,Develop a Python function to check if a number can be divided by 11 without remainder.,33,Write a python function to find whether a number is divisible by 11.,1,weak_auto_from_relevant_indices
327,Develop a Python function to check if a number can be divided by 11 without remainder.,295,Develop a Python function that checks if a number is not a prime.,1,weak_auto_from_relevant_indices
327,Develop a Python function to check if a number can be divided by 11 without remainder.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,1,weak_auto_from_relevant_indices
328,Create a Python function to determine if the length of a word is an odd number.,34,Write a python function to check whether the length of the word is odd or not.,1,weak_auto_from_relevant_indices
328,Create a Python function to determine if the length of a word is an odd number.,171,Write a python function to find whether the parity of a given number is odd.,1,weak_auto_from_relevant_indices
328,Create a Python function to determine if the length of a word is an odd number.,44,Write a python function to find the length of the longest word.,1,weak_auto_from_relevant_indices
329,Implement a function to calculate the nth tetrahedral number.,35,Write a function to find the nth tetrahedral number.,1,weak_auto_from_relevant_indices
329,Implement a function to calculate the nth tetrahedral number.,312,Implement a function that calculates the nth octagonal number.,1,weak_auto_from_relevant_indices
329,Implement a function to calculate the nth tetrahedral number.,376,Create a function that computes the nth hexagonal number.,1,weak_auto_from_relevant_indices
330,Create a function that computes the volume of a sphere given its radius.,36,Write a function to find the volume of a sphere.,1,weak_auto_from_relevant_indices
330,Create a function that computes the volume of a sphere given its radius.,333,Implement a function to calculate the surface area of a sphere from its radius.,1,weak_auto_from_relevant_indices
330,Create a function that computes the volume of a sphere given its radius.,417,Create a function that computes the volume of a cylinder given its radius and height.,1,weak_auto_from_relevant_indices
331,Develop a Python function that returns the character corresponding to the sum of ASCII values of a string's characters modulo 26.,37,Write a python function to find the character made by adding the ASCII value of all the characters of the given string modulo 26.,1,weak_auto_from_relevant_indices
331,Develop a Python function that returns the character corresponding to the sum of ASCII values of a string's characters modulo 26.,412,Create a function that returns the ASCII code of a given character.,1,weak_auto_from_relevant_indices
331,Develop a Python function that returns the character corresponding to the sum of ASCII values of a string's characters modulo 26.,118,Write a function to find the ascii value of a character.,1,weak_auto_from_relevant_indices
332,Create a function to compute the nth value in the Newman-Conway sequence.,38,Write a function to find the nth number in the newman conway sequence.,1,weak_auto_from_relevant_indices
332,Create a function to compute the nth value in the Newman-Conway sequence.,582,Create a function that computes the nth Bell number.,1,weak_auto_from_relevant_indices
332,Create a function to compute the nth value in the Newman-Conway sequence.,411,Develop a function that computes the nth star number.,1,weak_auto_from_relevant_indices
333,Implement a function to calculate the surface area of a sphere from its radius.,330,Create a function that computes the volume of a sphere given its radius.,1,weak_auto_from_relevant_indices
333,Implement a function to calculate the surface area of a sphere from its radius.,39,Write a function to find the surface area of a sphere.,1,weak_auto_from_relevant_indices
333,Implement a function to calculate the surface area of a sphere from its radius.,498,Create a function that calculates the surface area of a cube based on its size.,1,weak_auto_from_relevant_indices
334,Create a function that returns the nth centered hexagonal number.,376,Create a function that computes the nth hexagonal number.,1,weak_auto_from_relevant_indices
334,Create a function that returns the nth centered hexagonal number.,40,Write a function to find nth centered hexagonal number.,1,weak_auto_from_relevant_indices
334,Create a function that returns the nth centered hexagonal number.,82,Write a function to find the nth hexagonal number.,1,weak_auto_from_relevant_indices
335,Develop a function that combines three dictionaries into one.,41,Write a function to merge three dictionaries into a single dictionary.,1,weak_auto_from_relevant_indices
335,Develop a function that combines three dictionaries into one.,355,Develop a function that combines three lists and returns a single sorted list.,1,weak_auto_from_relevant_indices
335,Develop a function that combines three dictionaries into one.,453,Create a function that transforms multiple lists into a nested dictionary structure.,1,weak_auto_from_relevant_indices
336,Create a function that counts how often each element appears in a list and returns the result as a dictionary.,42,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.",1,weak_auto_from_relevant_indices
336,Create a function that counts how often each element appears in a list and returns the result as a dictionary.,345,Develop a function that flattens a list of lists and returns a dictionary with the frequency of each element.,1,weak_auto_from_relevant_indices
336,Create a function that counts how often each element appears in a list and returns the result as a dictionary.,51,"Write a function to find frequency of each element in a flattened list of lists, returned in a dictionary.",1,weak_auto_from_relevant_indices
337,Develop a function that returns the largest integer less than a given number n.,2,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.",1,weak_auto_from_relevant_indices
337,Develop a function that returns the largest integer less than a given number n.,43,Write a function to find the closest smaller number than n.,1,weak_auto_from_relevant_indices
337,Develop a function that returns the largest integer less than a given number n.,296,"Implement a function that returns the n biggest numbers from a list, sorted from highest to lowest.",1,weak_auto_from_relevant_indices
338,Create a Python function to determine the maximum word length in a list.,44,Write a python function to find the length of the longest word.,1,weak_auto_from_relevant_indices
338,Create a Python function to determine the maximum word length in a list.,182,Write a python function to find element of a list having maximum length.,1,weak_auto_from_relevant_indices
338,Create a Python function to determine the maximum word length in a list.,135,Write a function to find the list of maximum length in a list of lists.,1,weak_auto_from_relevant_indices
339,Develop a function to check if any string in a list contains a given substring.,45,Write a function to check if a string is present as a substring in a given list of string values.,1,weak_auto_from_relevant_indices
339,Develop a function to check if any string in a list contains a given substring.,27,Write a function to check whether a list contains the given sublist or not.,1,weak_auto_from_relevant_indices
339,Develop a function to check if any string in a list contains a given substring.,321,Create a function that verifies if a sublist exists within a list.,1,weak_auto_from_relevant_indices
340,Create a function to determine if a number is undulating (alternating digits).,46,Write a function to check whether the given number is undulating or not.,1,weak_auto_from_relevant_indices
340,Create a function to determine if a number is undulating (alternating digits).,465,Create a function that determines if the parity of a number is odd.,1,weak_auto_from_relevant_indices
340,Create a function to determine if a number is undulating (alternating digits).,575,Create a function that determines if a number is even.,1,weak_auto_from_relevant_indices
341,Develop a function that computes a raised to the power of b.,47,Write a function to calculate the value of 'a' to the power 'b'.,1,weak_auto_from_relevant_indices
341,Develop a function that computes a raised to the power of b.,369,Develop a function that multiplies two integers together.,1,weak_auto_from_relevant_indices
341,Develop a function that computes a raised to the power of b.,582,Create a function that computes the nth Bell number.,1,weak_auto_from_relevant_indices
342,Create a function that finds the first element from the tuple with the lowest second value in a list.,48,"Given a list of tuples, write a function that returns the first value of the tuple with the smallest second value.",1,weak_auto_from_relevant_indices
342,Create a function that finds the first element from the tuple with the lowest second value in a list.,468,Create a function that determines the lowest product obtainable from tuple pairs in a list.,1,weak_auto_from_relevant_indices
342,Create a function that finds the first element from the tuple with the lowest second value in a list.,174,Write a function to find the minimum product from the pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
343,Develop a Python function to return the length of the shortest list among a list of lists.,49,Write a python function to find the length of the smallest list in a list of lists.,1,weak_auto_from_relevant_indices
343,Develop a Python function to return the length of the shortest list among a list of lists.,314,Develop a Python function to return the minimum value in a list.,1,weak_auto_from_relevant_indices
343,Develop a Python function to return the length of the shortest list among a list of lists.,219,Write a python function to find the sublist having minimum length.,1,weak_auto_from_relevant_indices
344,Create a Python function that counts how many divisors a given integer has.,50,Write a python function to find the number of divisors of a given integer.,1,weak_auto_from_relevant_indices
344,Create a Python function that counts how many divisors a given integer has.,434,Create a function that calculates the total sum of all divisors of a given number.,1,weak_auto_from_relevant_indices
344,Create a Python function that counts how many divisors a given integer has.,368,Create a Python function that returns the sum of all common divisors of two numbers.,1,weak_auto_from_relevant_indices
345,Develop a function that flattens a list of lists and returns a dictionary with the frequency of each element.,51,"Write a function to find frequency of each element in a flattened list of lists, returned in a dictionary.",1,weak_auto_from_relevant_indices
345,Develop a function that flattens a list of lists and returns a dictionary with the frequency of each element.,42,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.",1,weak_auto_from_relevant_indices
345,Develop a function that flattens a list of lists and returns a dictionary with the frequency of each element.,336,Create a function that counts how often each element appears in a list and returns the result as a dictionary.,1,weak_auto_from_relevant_indices
346,Create a function that multiplies all elements in a list and divides the result by the list's length.,52,Write a function to multiply all the numbers in a list and divide with the length of the list.,1,weak_auto_from_relevant_indices
346,Create a function that multiplies all elements in a list and divides the result by the list's length.,477,"Create a function that rounds each number in a list, then returns the total sum multiplied by the list's length.",1,weak_auto_from_relevant_indices
346,Create a function that multiplies all elements in a list and divides the result by the list's length.,183,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,1,weak_auto_from_relevant_indices
347,Develop a function that converts a decimal number to its binary string representation without leading zeros.,53,"Write a function to convert the given decimal number to its binary equivalent, represented as a string with no leading zeros.",1,weak_auto_from_relevant_indices
347,Develop a function that converts a decimal number to its binary string representation without leading zeros.,377,Develop a function that calculates the ratio of zeros to non-zeros in an integer array.,1,weak_auto_from_relevant_indices
347,Develop a function that converts a decimal number to its binary string representation without leading zeros.,401,Develop a function that returns the count of 1s in the binary representation of a number.,1,weak_auto_from_relevant_indices
348,Create a function that returns the next palindrome greater than a given integer.,54,"Write a function to find the next smallest palindrome of a specified integer, returned as an integer.",1,weak_auto_from_relevant_indices
348,Create a function that returns the next palindrome greater than a given integer.,445,Create a function that returns the larger of two given numbers.,1,weak_auto_from_relevant_indices
348,Create a function that returns the next palindrome greater than a given integer.,337,Develop a function that returns the largest integer less than a given number n.,1,weak_auto_from_relevant_indices
349,"Develop a function that retrieves the kth element from an array, using 1-based indexing.",55,Write a function to find the kth element in the given array using 1-based indexing.,1,weak_auto_from_relevant_indices
349,"Develop a function that retrieves the kth element from an array, using 1-based indexing.",572,Create a function that retrieves the kth element from the merged result of two sorted arrays.,1,weak_auto_from_relevant_indices
349,"Develop a function that retrieves the kth element from an array, using 1-based indexing.",278,Write a function to find kth element from the given two sorted arrays.,1,weak_auto_from_relevant_indices
350,Create a function that transforms a snake_case string into camel case format.,56,Write a function to convert a snake case string to camel case string.,1,weak_auto_from_relevant_indices
350,Create a function that transforms a snake_case string into camel case format.,176,Write a function to convert the given snake case string to camel case string.,1,weak_auto_from_relevant_indices
350,Create a function that transforms a snake_case string into camel case format.,470,Create a function that changes snake_case strings to camelCase.,1,weak_auto_from_relevant_indices
351,Develop a function to compute the Eulerian number for given n and m.,57,"Write a function to find the Eulerian number a(n, m).",1,weak_auto_from_relevant_indices
351,Develop a function to compute the Eulerian number for given n and m.,411,Develop a function that computes the nth star number.,1,weak_auto_from_relevant_indices
351,Develop a function to compute the Eulerian number for given n and m.,505,Create a function that computes the sum of Perrin numbers up to the nth term.,1,weak_auto_from_relevant_indices
352,Create a function that sorts every sublist of strings within a list of lists.,547,Create a function that arranges the strings in each sublist of a list of lists.,1,weak_auto_from_relevant_indices
352,Create a function that sorts every sublist of strings within a list of lists.,253,Write a function to sort each sublist of strings in a given list of lists.,1,weak_auto_from_relevant_indices
352,Create a function that sorts every sublist of strings within a list of lists.,58,Write a function to sort each sublist of strings in a given list of lists.,1,weak_auto_from_relevant_indices
353,Develop a Python function to count the number of True values in a list.,318,Develop a Python function to count how many numbers in a list are positive.,1,weak_auto_from_relevant_indices
353,Develop a Python function to count the number of True values in a list.,24,Write a python function to count the number of positive numbers in a list.,1,weak_auto_from_relevant_indices
353,Develop a Python function to count the number of True values in a list.,209,Write a python function to count the occurence of all elements of list in a tuple.,1,weak_auto_from_relevant_indices
354,Create a function that appends all elements of a list to a tuple.,374,Create a function that concatenates all elements of a tuple into a single string.,1,weak_auto_from_relevant_indices
354,Create a function that appends all elements of a list to a tuple.,503,Create a function that tallies the occurrences of each list element in a tuple.,1,weak_auto_from_relevant_indices
354,Create a function that appends all elements of a list to a tuple.,60,Write a function to append the given list to the given tuples.,1,weak_auto_from_relevant_indices
355,Develop a function that combines three lists and returns a single sorted list.,61,Write a function to merge three lists into a single sorted list.,1,weak_auto_from_relevant_indices
355,Develop a function that combines three lists and returns a single sorted list.,553,Create a function that merges three lists of equal length into one flat list by alternating their elements.,1,weak_auto_from_relevant_indices
355,Develop a function that combines three lists and returns a single sorted list.,335,Develop a function that combines three dictionaries into one.,1,weak_auto_from_relevant_indices
356,Create a Python function that counts the number of ones in the first n positions of a binary string.,401,Develop a function that returns the count of 1s in the binary representation of a number.,1,weak_auto_from_relevant_indices
356,Create a Python function that counts the number of ones in the first n positions of a binary string.,62,Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,1,weak_auto_from_relevant_indices
356,Create a Python function that counts the number of ones in the first n positions of a binary string.,107,Write a function to count the number of set bits (binary digits with value 1) in a given number.,1,weak_auto_from_relevant_indices
357,Develop a function that returns the elements shared by all nested lists.,63,Write a function to find the common elements in given nested lists.,1,weak_auto_from_relevant_indices
357,Develop a function that returns the elements shared by all nested lists.,294,Create a function that returns the elements found in both of the provided lists.,1,weak_auto_from_relevant_indices
357,Develop a function that returns the elements shared by all nested lists.,518,Create a function that generates all possible combinations of elements from a given list.,1,weak_auto_from_relevant_indices
358,Create a function that determines whether a string can be interpreted as an integer.,64,Write a function to check if a string represents an integer or not.,1,weak_auto_from_relevant_indices
358,Create a function that determines whether a string can be interpreted as an integer.,579,Create a function that determines whether a given integer is prime.,1,weak_auto_from_relevant_indices
358,Create a function that determines whether a string can be interpreted as an integer.,285,Write a function to check if the given integer is a prime number.,1,weak_auto_from_relevant_indices
359,Develop a function that checks if every dictionary in a list is empty.,65,Write a function to check whether all dictionaries in a list are empty or not.,1,weak_auto_from_relevant_indices
359,Develop a function that checks if every dictionary in a list is empty.,557,Create a function that verifies if a dictionary is empty.,1,weak_auto_from_relevant_indices
359,Develop a function that checks if every dictionary in a list is empty.,520,Create a function that verifies if a dictionary is empty.,1,weak_auto_from_relevant_indices
360,Create a function that joins all numbers in a tuple into one integer.,374,Create a function that concatenates all elements of a tuple into a single string.,1,weak_auto_from_relevant_indices
360,Create a function that joins all numbers in a tuple into one integer.,202,Write a function to join a list of multiple integers into a single integer.,1,weak_auto_from_relevant_indices
360,Create a function that joins all numbers in a tuple into one integer.,66,Write a function to convert a given tuple of positive integers into a single integer.,1,weak_auto_from_relevant_indices
361,Develop a function that converts all convertible elements in a list of lists to float type.,67,Write a function to convert all possible convertible elements in a list of lists to floats.,1,weak_auto_from_relevant_indices
361,Develop a function that converts all convertible elements in a list of lists to float type.,354,Create a function that appends all elements of a list to a tuple.,1,weak_auto_from_relevant_indices
361,Develop a function that converts all convertible elements in a list of lists to float type.,452,Create a function that formats every element of a list using a provided string template.,1,weak_auto_from_relevant_indices
362,Create a function that splits a string into a list of words using spaces as separators.,68,Write a function to convert a string to a list of strings split on the space character.,1,weak_auto_from_relevant_indices
362,Create a function that splits a string into a list of words using spaces as separators.,578,Create a function that reverses the order of words in a string where words are separated by spaces.,1,weak_auto_from_relevant_indices
362,Create a function that splits a string into a list of words using spaces as separators.,284,Write a function to reverse words seperated by spaces in a given string.,1,weak_auto_from_relevant_indices
363,Develop a Python function to identify the unique element in a sorted array where all others are duplicated.,422,Develop a Python function that determines whether all elements in a list are unique.,1,weak_auto_from_relevant_indices
363,Develop a Python function to identify the unique element in a sorted array where all others are duplicated.,69,Write a python function to find the element that appears only once in a sorted array.,1,weak_auto_from_relevant_indices
363,Develop a Python function to identify the unique element in a sorted array where all others are duplicated.,128,Write a python function to check if the elements of a given list are unique or not.,1,weak_auto_from_relevant_indices
364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,315,Create a function that returns the largest difference among pairs in a list of tuples.,1,weak_auto_from_relevant_indices
364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,174,Write a function to find the minimum product from the pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
365,Develop a function that calculates the sum of all amicable numbers up to a given limit.,71,Write a function to sum all amicable numbers from 1 to a specified number.,1,weak_auto_from_relevant_indices
365,Develop a function that calculates the sum of all amicable numbers up to a given limit.,509,Create a function that computes the sum of all even factors of a given number.,1,weak_auto_from_relevant_indices
365,Develop a function that calculates the sum of all amicable numbers up to a given limit.,434,Create a function that calculates the total sum of all divisors of a given number.,1,weak_auto_from_relevant_indices
366,Create a function that returns the phase angle of a complex number.,72,Write a function to get the angle of a complex number.,1,weak_auto_from_relevant_indices
366,Create a function that returns the phase angle of a complex number.,580,Create a function that converts an angle from degrees to radians.,1,weak_auto_from_relevant_indices
366,Create a function that returns the phase angle of a complex number.,379,Create a function that returns the circumference of a circle given its radius.,1,weak_auto_from_relevant_indices
367,Develop a function that finds the largest difference between the count of zeros and ones in any substring of a binary string.,73,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,1,weak_auto_from_relevant_indices
367,Develop a function that finds the largest difference between the count of zeros and ones in any substring of a binary string.,387,Develop a Python function to get the largest difference between any two elements in an array.,1,weak_auto_from_relevant_indices
367,Develop a function that finds the largest difference between the count of zeros and ones in any substring of a binary string.,377,Develop a function that calculates the ratio of zeros to non-zeros in an integer array.,1,weak_auto_from_relevant_indices
368,Create a Python function that returns the sum of all common divisors of two numbers.,74,Write a python function to find the sum of common divisors of two given numbers.,1,weak_auto_from_relevant_indices
368,Create a Python function that returns the sum of all common divisors of two numbers.,140,Write a function to return the sum of all divisors of a number.,1,weak_auto_from_relevant_indices
368,Create a Python function that returns the sum of all common divisors of two numbers.,434,Create a function that calculates the total sum of all divisors of a given number.,1,weak_auto_from_relevant_indices
369,Develop a function that multiplies two integers together.,75,Write a function to multiply two integers.,1,weak_auto_from_relevant_indices
369,Develop a function that multiplies two integers together.,502,Create a function that multiplies elements of two tuples at the same index together.,1,weak_auto_from_relevant_indices
369,Develop a function that multiplies two integers together.,445,Create a function that returns the larger of two given numbers.,1,weak_auto_from_relevant_indices
370,Create a function that returns all words longer than n characters from a string.,76,Write a function to find words that are longer than n characters from a given list of words.,1,weak_auto_from_relevant_indices
370,Create a function that returns all words longer than n characters from a string.,298,Write a function that extracts all words with a minimum length of four characters from a string.,1,weak_auto_from_relevant_indices
370,Create a function that returns all words longer than n characters from a string.,4,Write a function to find all words which are at least 4 characters long in a string.,1,weak_auto_from_relevant_indices
371,Develop a function that checks if a matrix is a magic square.,77,Write a function to calculate whether the matrix is a magic square.,1,weak_auto_from_relevant_indices
371,Develop a function that checks if a matrix is a magic square.,465,Create a function that determines if the parity of a number is odd.,1,weak_auto_from_relevant_indices
371,Develop a function that checks if a matrix is a magic square.,308,Develop a function to determine whether a number is a woodball number.,1,weak_auto_from_relevant_indices
372,Create a function that returns the most frequent item in a list.,78,Write a function to find the item with maximum frequency in a given list.,1,weak_auto_from_relevant_indices
372,Create a function that returns the most frequent item in a list.,395,Develop a function that returns how many times a specific number appears in a list.,1,weak_auto_from_relevant_indices
372,Create a function that returns the most frequent item in a list.,336,Create a function that counts how often each element appears in a list and returns the result as a dictionary.,1,weak_auto_from_relevant_indices
373,Develop a Python function that reverses only the vowels in a string.,79,Write a python function to reverse only the vowels of a given string (where y is not a vowel).,1,weak_auto_from_relevant_indices
373,Develop a Python function that reverses only the vowels in a string.,512,Create a function that reverses the characters in each string within a list.,1,weak_auto_from_relevant_indices
373,Develop a Python function that reverses only the vowels in a string.,402,Create a Python function that removes all characters at odd indices from a string.,1,weak_auto_from_relevant_indices
374,Create a function that concatenates all elements of a tuple into a single string.,354,Create a function that appends all elements of a list to a tuple.,1,weak_auto_from_relevant_indices
374,Create a function that concatenates all elements of a tuple into a single string.,360,Create a function that joins all numbers in a tuple into one integer.,1,weak_auto_from_relevant_indices
374,Create a function that concatenates all elements of a tuple into a single string.,185,Write a function to concatenate each element of tuple by the delimiter.,1,weak_auto_from_relevant_indices
375,Develop a function that sums all negative numbers in a list.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,1,weak_auto_from_relevant_indices
375,Develop a function that sums all negative numbers in a list.,459,Create a function that calculates the sum of digits for every number in a list.,1,weak_auto_from_relevant_indices
375,Develop a function that sums all negative numbers in a list.,544,Create a function that computes the sum of all digits in a non-negative integer.,1,weak_auto_from_relevant_indices
376,Create a function that computes the nth hexagonal number.,82,Write a function to find the nth hexagonal number.,1,weak_auto_from_relevant_indices
376,Create a function that computes the nth hexagonal number.,334,Create a function that returns the nth centered hexagonal number.,1,weak_auto_from_relevant_indices
376,Create a function that computes the nth hexagonal number.,40,Write a function to find nth centered hexagonal number.,1,weak_auto_from_relevant_indices
377,Develop a function that calculates the ratio of zeros to non-zeros in an integer array.,83,Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,1,weak_auto_from_relevant_indices
377,Develop a function that calculates the ratio of zeros to non-zeros in an integer array.,499,Create a function that calculates the ratio of positive numbers in an array of integers.,1,weak_auto_from_relevant_indices
377,Develop a function that calculates the ratio of zeros to non-zeros in an integer array.,544,Create a function that computes the sum of all digits in a non-negative integer.,1,weak_auto_from_relevant_indices
378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,84,Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,1,weak_auto_from_relevant_indices
378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,324,Create a Python function to determine if a number can be written as the difference of two squares.,1,weak_auto_from_relevant_indices
378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,1,weak_auto_from_relevant_indices
379,Create a function that returns the circumference of a circle given its radius.,85,Write a function to find the circumference of a circle.,1,weak_auto_from_relevant_indices
