query_id,query_text,hit@10,precision@10,recall@10,mrr@10,ap@10,ndcg@10
549,Create a function that computes the product of all unique numbers in a list.,1.0,0.3,1.0,1.0,1.0,1.0
550,Create a function that calculates the surface area of a cylinder given its radius and height.,1.0,0.3,1.0,1.0,1.0,1.0
551,Create a function that verifies if one list is a sublist of another list.,1.0,0.3,1.0,1.0,1.0,1.0
552,Create a function that determines the last digit of the factorial of a number.,1.0,0.3,1.0,1.0,1.0,1.0
553,Create a function that merges three lists of equal length into one flat list by alternating their elements.,1.0,0.3,1.0,1.0,1.0,1.0
554,Create a function that identifies elements that are in either of the two tuples but not in both.,1.0,0.3,1.0,1.0,1.0,1.0
555,Create a function that filters out uneven elements from nested tuples.,1.0,0.3,1.0,1.0,1.0,1.0
556,Create a function that calculates the surface area of a square pyramid given the length of a base edge and the pyramid's height.,1.0,0.3,1.0,1.0,1.0,1.0
557,Create a function that verifies if a dictionary is empty.,1.0,0.3,1.0,1.0,1.0,1.0
558,Create a function that computes the nth Catalan number.,1.0,0.3,1.0,1.0,1.0,1.0
559,Create a function that identifies the first adverb in a sentence ending with 'ly' and provides its position.,1.0,0.3,1.0,1.0,1.0,1.0
560,Create a function that retrieves the n items with the highest price from a dataset.,1.0,0.3,1.0,1.0,1.0,1.0
561,Create a function that divides a list at the nth element and appends the first segment to the end.,1.0,0.3,1.0,1.0,1.0,1.0
562,Create a function that changes a list into a tuple.,1.0,0.3,1.0,1.0,1.0,1.0
563,Create a function that calculates the difference between the maximum and minimum values in a list.,1.0,0.3,1.0,1.0,1.0,1.0
564,Create a function that identifies all perfect squares within a specified range.,1.0,0.3,1.0,1.0,1.0,1.0
565,Create a function that transforms polar coordinates into rectangular coordinates.,1.0,0.3,1.0,1.0,1.0,1.0
566,Create a function that swaps the first and last elements of a list.,1.0,0.3,1.0,1.0,1.0,1.0
567,Create a function that computes the sum of products of consecutive binomial coefficients.,1.0,0.3,1.0,1.0,1.0,1.0
568,Create a function that eliminates leading zeros from an IP address.,1.0,0.3,1.0,1.0,1.0,1.0
569,Create a function that calculates the difference between the first even and first odd number in a list.,1.0,0.3,1.0,1.0,1.0,1.0
570,Create a function that calculates the least number of swaps needed to change one binary string to another.,1.0,0.3,1.0,1.0,1.0,1.0
571,Create a function that determines the byte size of a given tuple.,1.0,0.3,1.0,1.0,1.0,1.0
572,Create a function that retrieves the kth element from the merged result of two sorted arrays.,1.0,0.3,1.0,1.0,1.0,1.0
573,Create a function that verifies if a number is an Armstrong number.,1.0,0.3,1.0,1.0,1.0,1.0
574,Create a function that calculates both the sum and the average of the first n natural numbers.,1.0,0.3,1.0,1.0,1.0,1.0
575,Create a function that determines if a number is even.,1.0,0.3,1.0,1.0,1.0,1.0
576,Create a function that identifies the first character that appears more than once in a string.,1.0,0.3,1.0,1.0,1.0,1.0
577,Create a function that lists all lucid numbers up to a specified integer.,1.0,0.3,1.0,1.0,1.0,1.0
578,Create a function that reverses the order of words in a string where words are separated by spaces.,1.0,0.3,1.0,1.0,1.0,1.0
579,Create a function that determines whether a given integer is prime.,1.0,0.3,1.0,1.0,1.0,1.0
580,Create a function that converts an angle from degrees to radians.,1.0,0.3,1.0,1.0,1.0,1.0
581,Create a function that searches for a regex pattern in a string and returns the matching substring along with its start and end indices.,1.0,0.3,1.0,1.0,1.0,1.0
582,Create a function that computes the nth Bell number.,1.0,0.3,1.0,1.0,1.0,1.0
583,Create a function that produces a list identical to the input list but with the k'th element excluded.,1.0,0.3,1.0,1.0,1.0,1.0
584,"Create a function that finds a path through a cost matrix (N*N) with the highest average value, starting from the top-left and ending at the bottom-right, only moving right or down.",1.0,0.3,1.0,1.0,1.0,1.0
585,Create a function that determines the median value of two equally sized sorted lists.,1.0,0.3,1.0,1.0,1.0,1.0
586,Create a function that filters out students who do not meet the minimum height and weight requirements.,1.0,0.3,1.0,1.0,1.0,1.0
587,Create a function that counts the number of indices at which two lists have the same value.,1.0,0.3,1.0,1.0,1.0,1.0
588,Write a function to generate Fibonacci numbers in python language,1.0,0.1,0.3333333333333333,0.25,0.08333333333333333,0.20210734650054757
589,Silakan masukkan ulang permintaan Anda.,1.0,0.3,1.0,1.0,1.0,1.0
590,Write a function to generate Fibonacci numbers in python language,1.0,0.1,0.3333333333333333,0.25,0.08333333333333333,0.20210734650054757
591,Write a function to reverse a string,1.0,0.3,1.0,1.0,1.0,1.0
592,Write a function to generate Fibonacci numbers in python language,1.0,0.1,0.3333333333333333,0.25,0.08333333333333333,0.20210734650054757
593,Write a function to generate Fibonacci numbers in python language,1.0,0.1,0.3333333333333333,0.25,0.08333333333333333,0.20210734650054757
594,Write a function to reverse a string,1.0,0.3,1.0,1.0,1.0,1.0
595,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
596,Write a function to reverse a string,1.0,0.3,1.0,1.0,1.0,1.0
597,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
598,Write a function to reverse a string,1.0,0.3,1.0,1.0,1.0,1.0
599,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
600,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
601,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
602,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
603,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
604,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
605,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
606,Generate a Python function that calculates the Levenshtein distance between two strings without using external libraries,1.0,0.3,1.0,1.0,1.0,1.0
607,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
608,Generate a Python function that calculates the Levenshtein distance between two strings without using external libraries,1.0,0.3,1.0,1.0,1.0,1.0
609,Write a function to generate Fibonacci numbers in python language,1.0,0.2,0.6666666666666666,0.3333333333333333,0.27777777777777773,0.4367467095119258
610,Generate a Python function that calculates the Levenshtein distance between two strings without using external libraries,1.0,0.3,1.0,1.0,1.0,1.0
611,Write a Python function to compute the nth Fibonacci number using memoization.,1.0,0.2,0.6666666666666666,0.2,0.1619047619047619,0.3379680345449381
612,Generate a Python function that calculates the Levenshtein distance between two strings without using external libraries,1.0,0.3,1.0,1.0,1.0,1.0
613,Write a Python function to check if a string is a valid IPv4 address.,1.0,0.3,1.0,1.0,0.8666666666666667,0.9469024295259745
614,Write a Python function to check if a string is a valid IPv4 address.,1.0,0.3,1.0,1.0,0.8666666666666667,0.9469024295259745
615,Write a Python function to check if a string is a valid IPv4 address.,1.0,0.3,1.0,1.0,0.8666666666666667,0.9469024295259745
616,Find shared elements from four arrays.,1.0,0.3,1.0,1.0,0.8666666666666667,0.9469024295259745
617,Write a function to find the biggest max elements from nine arrays.,1.0,0.3,1.0,1.0,0.9166666666666666,0.9674679834891693
618,Write a Python function to check if a string is a valid IPv6 address.,1.0,0.3,1.0,0.5,0.6388888888888888,0.7328286204777911
619,Find shared elements from eleven arrays.,1.0,0.3,1.0,1.0,0.9166666666666666,0.9674679834891693
620,Write a function to find the biggest max elements from seven arrays.,1.0,0.3,1.0,1.0,1.0,1.0
621,Write a Python function to check if a string is a valid IPv6 address.,1.0,0.3,1.0,0.5,0.6388888888888888,0.7328286204777911
622,Find shared elements from eleven arrays.,1.0,0.3,1.0,1.0,0.9166666666666666,0.9674679834891693
623,Find shared elements from eleven arrays.,1.0,0.3,1.0,1.0,0.9166666666666666,0.9674679834891693
624,Write a function to find the biggest max elements from seven arrays.,1.0,0.3,1.0,1.0,1.0,1.0
625,Write a Python function to check if a string is a valid IPv6 address.,1.0,0.3,1.0,0.5,0.6388888888888888,0.7328286204777911
626,Find shared elements from eight arrays.,1.0,0.3,1.0,1.0,0.8666666666666667,0.9469024295259745
627,Write a function to find the smallest max elements from seven arrays.,1.0,0.3,1.0,1.0,1.0,1.0
628,Write a Python function to check if a string is a valid IPv6 address.,1.0,0.3,1.0,0.5,0.6388888888888888,0.7328286204777911
629,Find shared elements from eight arrays.,1.0,0.3,1.0,1.0,0.9166666666666666,0.9674679834891693
630,Write a function to find the smallest max elements from seven arrays.,1.0,0.3,1.0,1.0,1.0,1.0
631,Write a Python function to check if a string is a valid IPv6 address.,1.0,0.3,1.0,1.0,1.0,1.0
